Theme,Song,Album Era,Lyric
Gender Roles,Lavender Haze,Midnights,The only kind of girl they see (only kind of girl they see) Is a one night or a wife
Gender Roles,Anti-Hero,Midnights,Sometimes I feel like everybody is a sexy baby / And I'm a monster on the hill
Gender Roles,Midnight Rain,Midnights,He wanted a bride / I was making my own name
Gender Roles,Question…?,Midnights,Fuckin' politics and gender roles / And you're not sure and I don't know
Gender Roles,Question…?,Midnights,"And what's that that I heard? That you're still with her? / That's nice, I'm sure that's what's suitable / And right, but tonight"
Gender Roles,Vigilante Shit,Midnights,ladies always rise above
Gender Roles,Vigilante Shit,Midnights,"ladies know what people want, someone sweet and kind and fun, the lady simply had enough"
Gender Roles,Bejeweled,Midnights,"They ask do you have a man, I could still say I don't remember"
Gender Roles,Bejeweled,Midnights,I think I've been too good of a girl
Gender Roles,Mastermind,Midnights,"all the wisest women had to do it this way, cause we were born to be the pawn in every lover's game"
Gender Roles,High Infidelity,Midnights,"Dragged my feet right down the aisle / At the house lonely, good money / I'd pay if you'd just know me / Seemed like the right thing at the time"
Gender Roles,Glitch,Midnights,"A brief interruption, a slight malfunction, I'd go back to wanting dudes who give nothing"
Gender Roles,"Would've, Could've, Should've",Midnights,"And if was some paint, did it splatter on a promising grown man?"
Gender Roles,champagne problems,evermore,"She would have made such a lovely bride, it's a shame she's fucked in the head "
Gender Roles,dorothea,evermore,"When it was calmer, skipping the prom just to piss off your mom and her pagaent schemes"
Gender Roles,cardigan,folklore,"Sequin smile, black lipstick, sensual politics"
Gender Roles,the last great american dynasty,folklore,How did a middle age divorcee do it
Gender Roles,the last great american dynasty,folklore,"there goes the maddest woman this town has ever seen, she had a marvelous time ruining everything"
Gender Roles,the last great american dynasty,folklore,"Holiday House sat quietly on that beach / Free of women with madness, their men and bad habits / And then it was bought by me"
Gender Roles,seven,folklore,"Before I learned civility, I used to scream ferociously"
Gender Roles,mad woman,folklore,"And there's nothing like a mad woman, what a shame she went mad, no one likes a mad woman, you made her like that"
Gender Roles,mad woman,folklore,and women like hunting witches too
Gender Roles,mad woman,folklore,"The master of spin has a couple side flings / Good wives always know / She should be mad, should be scathing like me,"
Gender Roles,The Man,Lover,"I would be complex, I would be cool / They'd say I played the field before I found someone to commit to / And that would be okay for me to do / Every conquest I had made would make me more of a boss to you"
Gender Roles,The Man,Lover,I’m so sick of running as fast as I can / Wonderin' if I'd get there quicker if I was a man
Gender Roles,The Man,Lover,"They’d say I hustled, put in the work / They wouldn't shake their heads and question how much of this I deserve"
Gender Roles,The Man,Lover,"What I was wearing, if I was rude / Could all be separated from my good ideas and power moves / "
Gender Roles,The Man,Lover,"Cause if I was a man, Then I'd be the man / Raking in dollars / And getting bitches and models / And it's all good if you're bad / And it's okay if you're mad"
Gender Roles,The Man,Lover,"If I was out ﬂashing my dollars / I'd be a bitch, not a baller / They paint me out to be bad / So it's okay that I'm mad"
Gender Roles,Miss Americana & the Heartbreak Prince,Lover,Boys will be boys then / Where are the wise men?
Gender Roles,I Did Something Bad,reputation,"If a man talks shit, then I owe him nothing / I don't regret it one bit, 'cause he had it comin'"
Gender Roles,I Did Something Bad,reputation,I never trust a playboy / But they love me / So I fly 'em all around the world / And I let them think they saved me
Gender Roles,I Did Something Bad,reputation,They're burning all the witches even if you aren't one
Gender Roles,Blank Space,1989,Got a long list of ex-lovers / They'll tell you I'm insane / 'Cause you know I love the players / And you love the game
Gender Roles,Blank Space,1989,"Boys only want love if it's torture / Don't say I didn't, say I didn't warn ya"
Gender Roles,Shake It Off,1989,"I stay out too late / Got nothin' in my brain / That's what people say, mm-mm"
Gender Roles,Shake It Off,1989,"I go on too many dates / But I can't make 'em stay / At least that's what people say, mm-mm"
Gender Roles,Sad Beautiful Tragic,Red,"Good girls, hopeful they'll be and long they will wait"
Gender Roles,Nothing New,Red,"They tell you while you're young / ""Girls, go out and have your fun"" / Then they hunt and slay the ones who actually do it"
Gender Roles,Nothing New,Red,"Criticize the way you fly when you're soarin' through the sky / Shoots you down and then they sigh, and say / ""She looks like she's been through it"""
Gender Roles,Nothing New,Red,I've had (I've had) too much to drink tonight / But I wonder if they'll miss me once they drive me out
Gender Roles,All Too Well (10 Minute Version),Red,"And I was never good at telling jokes, but the punchline goes / ""I'll get older, but your lovers stay my age"""
Gender Roles,Better Than Revenge,Speak Now,"She's an actress, whoa / She's better known for the things that she does / On the mattress, whoa"
Gender Roles,I Can See You,Speak Now,You can see me as a secret mission / Hide away and I will start behaving myself / 
Gender Roles,Superstar,Fearless,"I'm no one special, just another wide-eyed girl / Who's desperately in love with you / Give me a photograph to hang on my wall / Superstar"
Growing Up,"You're on your own, kid",Midnights,"You're on your own, kid"
Growing Up,Mastermind,Midnights,no one wanted to play with me as a little kid
Growing Up,"Would've, Could've, Should've",Midnights,"If I was paint did I splatter, on a promising grown man?"
Growing Up,… Dear Reader,Midnights,"If I was a child, did it matter if you got to wash your hands?"
Growing Up,… Dear Reader,evermore,I damn sure never would have danced with the devil at nineteen
Growing Up,… Dear Reader,evermore,give me back my girlhood it was mine first
Growing Up,tolerate it,evermore,You're so much older and wiser and I…
Growing Up,tolerate it,evermore,I wait by the door like I'm just a kid
Growing Up,coney island,evermore,"Were you standing in the hallway with a big cake, happy birthday?"
Growing Up,dorothea,evermore,When you're too wise to trust me and too old to care
Growing Up,seven,folklore,I hit my peak at seven
Growing Up,illicit affairs,folklore,"Don't call me kid, don’t call me baby"
Growing Up,invisible string,folklore,"for the boys who broke my heart, now I send their babies presents"
Growing Up,betty,folklore,"I'm only seventeen, I don't know anything"
Growing Up,peace,Lover,"Our coming-of-age has come and gone; Give you my wild, give you a child"
Growing Up,peace,Lover,"Give you my wild, give you a child"
Growing Up,All the Girls You Loved Before,Lover,"No one's home, sixteen and wild (ooh) / We're breakin' up, makin' up / Leave without sayin' goodbye (ooh)"
Growing Up,All the Girls You Loved Before,Lover,Your mother brought you up loyal and kind / Teenage love taught you there's good in goodbye
Growing Up,I Think He Knows,Lover,"It's like I'm 17, nobody understands / No one understands"
Growing Up,Miss Americana & The Heartbreak Prince,Lover,I'm crazier for you / Than I was at 16 / Lost in a film scene / Waving homecoming queens / Marching band playing / I'm lost in the lights
Growing Up,End Game,reputation,Knew her when I was young / Reconnected when we were little bit older
Growing Up,Dancing With Our Hands Tied,reputation,"Oh, 25 years old / Oh, how were you to know?"
Growing Up,Blank Space,1989,"Cause we're young, and we're reckless / We'll take this way too far"
Growing Up,I Know Places,1989,"When you're young, you just run / But you come back to what you need"
Growing Up,New Romantics,1989,We're so young / But we're on the road to ruin
Growing Up,Eyes Open,Red,The tricky thing / Is yesterday we were just children
Growing Up,All Too Well,Red,You used to be a little kid with glasses in a twin-sized bed / And your mother's telling stories 'bout you on the tee-ball team
Growing Up,All Too Well,Red,But you keep my old scarf from that very first week / 'Cause it reminds you of innocence
Growing Up,22,Red,I don't know about you / But I'm feeling 22 / Everything will be alright if / You keep me next to you
Growing Up,22,Red,"Everything will be alright if / We just keep dancing like we're 22, 22"
Growing Up,The Lucky One,Red,"Cause you don't feel pretty, you just feel used / And all the young things line up to take your place"
Growing Up,Starlight,Red,"We were 17 and crazy, running wild, wild"
Growing Up,Begin Again,Red,And you throw your head back laughing / Like a little kid
Growing Up,The Moment I Knew ,Red,"And they're all standing around me singing / ""Happy birthday to you"""
Growing Up,Nothing New,Red,"They tell you while you're young / ""Girls, go out and have your fun"""
Growing Up,Nothing New,Red,How long will it be cute / All this crying in my room / Whеn you can't blame it on my youth / And roll your eyes with affеction?
